Number,"Asset Key","Asset Definition",Status,Service,"Access Point"
299621,4c:c5:3e:5e:b2:75,zyxel,"Not Available",1251829379,
257999,08:26:97:84:B4:09,Zyxel,"Not Available",1251710381,
281141,4c:c5:3e:5f:0c:e1,zyxel,"Not Available",1251781841,
263689,08:26:97:84:a7:fd,Zyxel,"Not Available",1251737370,
285157,4c:c5:3e:72:e5:45,Zyxel,"Not Available",1251793022,
252652,08:26:97:84:B8:05,zyxel,"Not Available",1251710911,
263727,08:26:97:84:60:2d,Zyxel,"Not Available",1251728814,
245570,08:26:97:7B:78:69,zyxel,"Not Available",1251662626,
270471,08:26:97:93:45:9f,Zyxel,"Not Available",1251735218,
251545,08:26:97:84:c2:85,zyxel,"Not Available",1251690049,
256795,08:26:97:84:B7:A5,Zyxel,"Not Available",1251710006,
275303,08:26:97:95:3a:1b,Zyxel,"Not Available",1649736,
300147,4c:c5:3e:7a:c4:a0,zyxel,"Not Available",1648643,
258587,08:26:97:84:AB:5D,Zyxel,"Not Available",1251695593,
281505,08:26:97:93:46:3b,Zyxel,"Not Available",1251783667,
240477,98:0D:67:F3:A7:5C,zyxel,"Not Available",1251673901,
264788,08:26:97:8a:08:c9,Zyxel,"Not Available",1251737983,
283713,4C:C5:3E:72:1F:A5,Zyxel,"Not Available",1251785722,
246765,08:26:97:7B:61:71,zyxel,"Not Available",1251660825,
288362,08:26:97:94:D1:7B,Zyxel,"Not Available",1251779048,
274126,08:26:97:88:e7:a9,Zyxel,"Not Available",1251764467,
297903,4c:c5:3e:72:db:d9,Zyxel,"Not Available",1251822686,
257129,08:26:97:84:92:79,zyxel,"Not Available",1251708641,
275582,08:26:97:94:15:cb,Zyxel,"Not Available",1251774699,
258847,08:26:97:84:68:01,Zyxel,"Not Available",1251708843,
281753,08:26:97:88:E1:55,Zyxel,"Not Available",1251784998,
283998,08:26:97:84:CC:F9,Zyxel,"Not Available",1251781747,
258039,08:26:97:84:B3:FD,Zyxel,"Not Available",1251695817,
281191,4c:c5:3e:5e:cf:0d,Zyxel,"Not Available",1251673657,
282834,4c:c5:3e:5e:ae:fd,Zyxel,"Not Available",1251787057,
264521,08:26:97:84:bf:49,Zyxel,"Not Available",1251727343,
264240,08:26:97:84:5B:7D,Zyxel,"Not Available",1251729493,
282871,08:26:97:93:5B:D7,Zyxel,"Not Available",1251789484,
245646,08:26:97:6B:AD:8A,zyxel,"Not Available",1251617899,
270512,08:26:97:95:3E:EF,Zyxel,"Not Available",1251750042,
288083,08:26:97:64:4F:E1,Zyxel,"Not Available",1251800547,
273934,08:26:97:95:08:FB,Zyxel,"Not Available",1251761774,
256874,08:26:97:84:87:8d,zyxel,"Not Available",1251702395,
258643,08:26:97:84:82:95,Zyxel,"Not Available",1251718694,
281576,4C:C5:3E:5F:1F:89,Zyxel,"Not Available",1251779619,
240540,08:26:97:72:58:d1,zyxel,"Not Available",1251657234,
264846,08:26:97:84:8b:71,Zyxel,"Not Available",1251772983,
283763,4c:c5:3e:72:1d:65,Zyxel,"Not Available",1251803065,
246826,08:26:97:6b:ac:be,zyxel,"Not Available",1251684881,
270820,08:26:97:94:CF:D7,Zyxel,"Not Available",1251752862,
288487,4c:c5:3e:5e:b8:2d,Zyxel,"Not Available",1251800288,
274162,4c:c5:3e:5e:d6:8d,Zyxel,"Not Available",1251764700,
297991,4c:c5:3e:79:d2:54,Zyxel,"Not Available",1251822166,
275651,08:26:97:94:1f:bb,Zyxel,"Not Available",1251774075,
281793,08:26:97:93:D8:C3,Zyxel,"Not Available",1251787932,
257173,08:26:97:84:59:91,Zyxel,"Not Available",1251712904,
258945,08:26:97:84:65:fd,Zyxel,"Not Available",1251730386,
281808,08:26:97:64:6C:A9,Zyxel,"Not Available",1251800605,
243167,08:26:97:6B:A7:5A,zyxel,"Not Available",1251670254,
267578,08:26:97:95:5a:13,Zyxel,"Not Available",1251742746,
284088,08:26:97:93:dc:a7,Zyxel,"Not Available",1251793860,
271129,08:26:97:95:4F:3F,Zyxel,"Not Available",1251752925,
288974,4c:c5:3e:72:9c:3d,zyxel,"Not Available",1251797079,
252401,08:26:97:7C:6D:25,zyxel,"Not Available",1251709755,
274413,08:26:97:94:d5:e3,Zyxel,"Not Available",1251769243,
298422,4c:c5:3e:79:d9:08,Zyxel,"Not Available",1251818519,
257404,08:26:97:7b:49:89,Zyxel,"Not Available",1251720777,
275981,4c:c5:3e:5f:29:49,Zyxel,"Not Available",1251772348,
261005,08:26:97:84:c2:01,Zyxel,"Not Available",1251732773,
243519,98:0d:67:f3:2a:88,zyxel,"Not Available",1251678460,
269351,08:26:97:84:60:ed,Zyxel,"Not Available",1251744599,
284388,08:26:97:94:D1:9F,Zyxel,"Not Available",1251795629,
250334,98:0d:67:f3:6f:70,Zyxel,"Not Available",1682392,
271397,08:26:97:94:ce:33,Zyxel,"Not Available",1251757061,
291783,08:26:97:61:48:A7,Zyxel,"Not Available",1251815055,
274647,08:26:97:95:09:5B,Zyxel,"Not Available",1251758360,
298786,4c:c5:3e:79:d4:40,Zyxel,"Not Available",1251827982,
234973,08:26:97:6B:C5:06,zyxel,"Not Available",1251653924,
254849,08:26:97:84:7f:e9,Zyxel,"Not Available",60004,
257677,08:26:97:84:85:89,Zyxel,"Not Available",1251721728,
280762,08:26:97:94:6b:db,Zyxel,"Not Available",1251779620,
262269,98:0d:67:f3:2f:68,Zyxel,"Not Available",1251719655,
282372,08:26:97:93:5e:6b,Zyxel,"Not Available",1251786521,
284655,4C:C5:3E:72:9B:1D,Zyxel,"Not Available",1251797060,
250641,08:26:97:7b:49:59,zyxel,"Not Available",1251683486,
271693,08:26:97:8d:8a:52,Zyxel,"Not Available",1251759505,
238410,08:26:97:6B:AB:C2,zyxel,"Not Available",1251670277,
255329,08:26:97:84:77:91,zyxel,"Not Available",1251707743,
274908,08:26:97:94:17:87,Zyxel,"Not Available",1251769788,
299512,4C:C5:3E:79:E8:F8,Zyxel,"Not Available",1251830151,
257932,08:26:97:84:cc:99,Zyxel,"Not Available",1251723331,
281098,4C:C5:3E:5F:18:51,Zyxel,"Not Available",1251781749,
263417,08:26:97:84:c9:bd,Zyxel,"Not Available",1251736820,
282696,4c:c5:3e:5f:1f:f5,Zyxel,"Not Available",1251788422,
270340,08:26:97:95:53:5F,Zyxel,"Not Available",1251742715,
285076,08:26:97:8A:02:99,Zyxel,"Not Available",1251799422,
272351,08:26:97:93:44:1f,Zyxel,"Not Available",1251755400,
292545,4c:c5:3e:72:96:9d,Zyxel,"Not Available",1251819628,
299977,4C:C5:3E:7A:6C:F8,Zyxel,"Not Available",1251824804,
245474,08:26:97:60:DC:17,zyxel,"Not Available",1251680763,
250992,08:26:97:84:8c:a9,zyxel,"Not Available",1251694521,
272398,08:26:97:89:5f:3d,Zyxel,"Not Available",1251752572,
256719,08:26:97:6B:A1:06,zyxel,"Not Available",1251667221,
275216,08:26:97:95:09:13,Zyxel,"Not Available",1251771985,
258231,08:26:97:84:7a:79,Zyxel,"Not Available",1251720303,
281430,08:26:97:94:15:3b,Zyxel,"Not Available",1251783212,
239549,08:26:97:72:57:51,zyxel,"Not Available",1251673501,
283011,4c:c5:3e:5f:22:35,Zyxel,"Not Available",1543648,
246669,08:26:97:61:53:03,zyxel,"Not Available",1251678949,
270655,08:26:97:95:13:27,Zyxel,"Not Available",1251734770,
251768,08:26:97:72:ac:dd,zyxel,"Not Available",1251706520,
295793,08:26:97:72:4F:29,Zyxel,"Not Available",1251821841,
257030,08:26:97:84:90:15,Zyxel,"Not Available",1251664530,
275497,08:26:97:95:3a:27,Zyxel,"Not Available",1251769909,
258761,08:26:97:7B:4A:CD,Zyxel,"Not Available",1251725106,
281657,08:26:97:61:56:9f,Zyxel,"Not Available",1251784469,
267343,08:26:97:88:ed:49,Zyxel,"Not Available",1251730688,
283942,4C:C5:3E:5E:B9:C5,Zyxel,"Not Available",1251792626,
288730,4C:C5:3E:5E:D0:81,Zyxel,"Not Available",1251802635,
298168,4C:C5:3E:7A:CA:58,Zyxel,"Not Available",1251824458,
242979,98:0d:67:f3:09:58,zyxel,"Not Available",1251676531,
247041,08:26:97:7b:49:7d,zyxel,"Not Available",1251670058,
270995,08:26:97:84:5e:c5,Zyxel,"Not Available",1251754122,
252090,08:26:97:7b:4c:a1,Zyxel,"Not Available",1251674222,
274292,08:26:97:94:69:53,Zyxel,"Not Available",1251765622,
298203,4C:C5:3E:7A:95:78,Zyxel,"Not Available",1251824678,
275809,4c:c5:3e:5f:29:31,Zyxel,"Not Available",1251771957,
260897,08:26:97:84:5e:71,Zyxel,"Not Available",1251721686,
281852,08:26:97:93:60:0f,Zyxel,"Not Available",1251785255,
243334,08:26:97:6B:A2:AA,zyxel,"Not Available",1251675710,
284204,4c:c5:3e:5e:ac:c9,Zyxel,"Not Available",1251794449,
271261,08:26:97:95:53:fb,Zyxel,"Not Available",1251749695,
291629,4c:c5:3e:72:9c:01,Zyxel,"Not Available",1509399,
252649,08:26:97:7C:9E:69,Zyxel,"Not Available",1251710895,
274542,08:26:97:95:0b:2f,Zyxel,"Not Available",1251749909,
257514,08:26:97:84:8A:C9,Zyxel,"Not Available",1251719360,
276323,4c:c5:3e:5f:09:51,zyxel,"Not Available",1251786706,
282038,4C:C5:3E:5F:41:91,Zyxel,"Not Available",1251785733,
284527,4c:c5:3e:72:d9:99,Zyxel,"Not Available",1251791308,
114167,08:26:97:6b:a7:a2,zyxel,"Not Available",1251663115,
262154,08:26:97:95:5d:43,zyxel,"Not Available",1251733907,
243776,08:26:97:72:b1:09,zyxel,"Not Available",1251658045,
269687,08:26:97:84:90:BD,Zyxel,"Not Available",1251738735,
291989,4c:c5:3e:72:d1:1d,Zyxel,"Not Available",1251816370,
238977,08:26:97:72:56:55,zyxel,"Not Available",1251669625,
255137,08:26:97:84:b7:e1,Zyxel,"Not Available",1251830119,
274764,08:26:97:95:3a:7b,Zyxel,"Not Available",1251768990,
299018,4C:C5:3E:7B:56:8C,Zyxel,"Not Available",1251829163,
257799,08:26:97:89:5b:a1,Zyxel,"Not Available",1251722490,
280987,4c:c5:3e:5f:13:a1,Zyxel,"Not Available",1251779488,
282828,4c:c5:3e:72:27:49,Zyxel,"Not Available",1251778858,
282552,4c:c5:3e:72:1d:e9,Zyxel,"Not Available",1251781296,
244929,08:26:97:72:a6:35,zyxel,"Not Available",1251669757,
284888,4c:c5:3e:5e:b6:c5,Zyxel,"Not Available",1251798534,
250768,08:26:97:84:84:e1,zyxel,"Not Available",1251702649,
271820,08:26:97:94:61:43,zyxel,"Not Available",1251748607,
292372,4c:c5:3e:72:96:d9,Zyxel,"Not Available",1251797548,
255458,08:26:97:84:95:01,zyxel,"Not Available",1251695405,
275034,4C:C5:3E:5F:42:21,Zyxel,"Not Available",1251770515,
299704,4C:C5:3E:73:2C:25,Zyxel,"Not Available",1251822793,
257323,08:26:97:89:5d:2d,zyxel,"Not Available",1251719467,
275868,08:26:97:7b:68:3d,Zyxel,"Not Available",1251767677,
260935,08:26:97:84:D0:C5,Zyxel,"Not Available",1251732292,
269249,08:26:97:8D:87:CA,Zyxel,"Not Available",1251731109,
284280,4C:C5:3E:72:91:D5,Zyxel,"Not Available",1251788572,
250190,08:26:97:7b:42:2d,Zyxel,"Not Available",1251694760,
271324,08:26:97:84:60:e1,zyxel,"Not Available",1251741174,
291701,4c:c5:3e:5e:b7:e5,Zyxel,"Not Available",1251804011,
252688,08:26:97:84:7b:ed,zyxel,"Not Available",1251711125,
274577,08:26:97:7b:44:79,Zyxel,"Not Available",1251767654,
298658,4c:c5:3e:7a:95:f0,Zyxel,"Not Available",1251824920,
257547,08:26:97:70:C5:5D,Zyxel,"Not Available",1251720923,
276393,08:26:97:92:40:FB,Zyxel,"Not Available",1251778838,
282093,08:26:97:93:51:03,zyxel,"Not Available",1251783016,
257568,08:26:97:84:65:61,Zyxel,"Not Available",1251718496,
262210,08:26:97:7c:60:1d,Zyxel,"Not Available",1251724503,
243834,08:26:97:6b:9f:ce,zyxel,"Not Available",1251682719,
269739,08:26:97:65:59:9d,Zyxel,"Not Available",1251739040,
284571,08:26:97:93:F1:9B,Zyxel,"Not Available",1251734799,
250569,08:26:97:7b:7b:09,zyxel,"Not Available",1251697265,
271606,08:26:97:93:4d:bb,Zyxel,"Not Available",1251752984,
292056,4c:c5:3e:72:d1:4d,zyxel,"Not Available",1251816633,
237562,08:26:97:70:ca:55,zyxel,"Not Available",1251669025,
255246,08:26:97:84:c1:41,zyxel,"Not Available",1251712694,
274808,08:26:97:84:63:2D,Zyxel,"Not Available",1251769198,
299083,08:26:97:84:c8:01,Zyxel,"Not Available",1251675830,
257852,08:26:97:84:b3:d9,Zyxel,"Not Available",1251717597,
263282,08:26:97:84:60:15,Zyxel,"Not Available",1251725288,
282629,4c:c5:3e:72:27:25,Zyxel,"Not Available",1251788164,
270258,08:26:97:65:59:91,Zyxel,"Not Available",1251747757,
284960,4c:c5:3e:72:da:ad,Zyxel,"Not Available",1251797617,
250824,98:0d:67:f2:f9:f8,Zyxel,"Not Available",1251672939,
271931,08:26:97:64:EA:E5,Zyxel,"Not Available",1251761098,
292454,4c:c5:3e:5e:b6:41,Zyxel,"Not Available",1251816112,
275104,08:26:97:94:20:93,zyxel,"Not Available",1251754930,
299794,4C:C5:3E:7A:9F:50,Zyxel,"Not Available",1251831509,
281239,4c:c5:3e:5f:0d:05,zyxel,"Not Available",1251771102,
256595,08:26:97:7C:A7:2D,zyxel,"Not Available",1251706792,
258129,08:26:97:84:62:01,Zyxel,"Not Available",1251724774,
281269,4C:C5:3E:5F:17:0D,Zyxel,"Not Available",1251773871,
239372,08:26:97:72:b1:99,zyxel,"Not Available",1496710,
264413,08:26:97:84:c6:51,Zyxel,"Not Available",1251736990,
282962,08:26:97:94:D2:53,Zyxel,"Not Available",1251788778,
246524,08:26:97:7B:78:5D,zyxel,"Not Available",1251671451,
270585,08:26:97:76:5C:F9,zyxel,"Not Available",1251750614,
288151,4c:c5:3e:72:de:49,zyxel,"Not Available",1251796923,
273968,08:26:97:88:E7:6D,Zyxel,"Not Available",1251762651,
292867,4c:c5:3e:72:92:d1,Zyxel,"Not Available",1251821383,
256926,08:26:97:84:a5:f9,Zyxel,"Not Available",1251717047,
275406,08:26:97:72:b1:b1,Zyxel,"Not Available",1251771232,
300349,4c:c5:3e:7a:9f:08,zyxel,"Not Available",1251830997,
258679,08:26:97:84:7a:b5,Zyxel,"Not Available",1251689795,
281604,4c:c5:3e:5f:11:31,zyxel,"Not Available",1251784214,
265009,08:26:97:65:56:91,Zyxel,"Not Available",1251740812,
283808,4c:c5:3e:72:1e:19,Zyxel,"Not Available",1251791711,
270896,08:26:97:94:D0:07,Zyxel,"Not Available",1251751221,
288592,08:26:97:93:5e:47,zyxel,"Not Available",1251797892,
274214,08:26:97:94:19:F7,Zyxel,"Not Available",1251765156,
298060,08:26:97:95:4f:c3,zyxel,"Not Available",1251823142,
271065,08:26:97:94:6d:2b,Zyxel,"Not Available",1251754700,
252014,08:26:97:84:63:8d,Zyxel,"Not Available",1251724015,
257205,C8:54:4B:26:C7:1B,Zyxel,"Not Available",1251712172,
275708,08:26:97:84:7d:3d,Zyxel,"Not Available",1251773451,
281823,08:26:97:64:4A:65,Zyxel,"Not Available",1251829994,
243226,08:26:97:6b:a2:da,zyxel,"Not Available",1251678184,
269124,08:26:97:95:5d:37,zyxel,"Not Available",1251743070,
284134,08:26:97:93:5e:17,zyxel,"Not Available",1251792306,
250048,08:26:97:7B:47:19,zyxel,"Not Available",1251694047,
271190,08:26:97:94:67:f7,Zyxel,"Not Available",1251741298,
289031,4c:c5:3e:5e:b6:1d,Zyxel,"Not Available",1251805440,
252542,08:26:97:72:ad:01,zyxel,"Not Available",1251704420,
274466,08:26:97:95:09:4F,Zyxel,"Not Available",1251766934,
298464,08:26:97:93:56:4F,Zyxel,"Not Available",1251817344,
257448,08:26:97:84:88:a1,Zyxel,"Not Available",1251706918,
276265,08:26:97:93:E2:A7,Zyxel,"Not Available",1251777746,
261630,08:26:97:7B:6D:4D,Zyxel,"Not Available",1251726801,
243572,08:26:97:6b:a7:ae,zyxel,"Not Available",1251651663,
269395,08:26:97:95:38:83,Zyxel,"Not Available",1251833104,
291885,08:26:97:61:48:bf,Zyxel,"Not Available",1251815528,
243595,08:26:97:6B:AC:CA,zyxel,"Not Available",1251667528,
271478,08:26:97:94:C9:83,Zyxel,"Not Available",1251758148,
237607,98:0d:67:f2:f3:d4,zyxel,"Not Available",1251669421,
254897,08:26:97:72:56:FD,Zyxel,"Not Available",1251711943,
274725,08:26:97:94:17:ab,Zyxel,"Not Available",1251760926,
257714,98:0d:67:f3:75:04,Zyxel,"Not Available",1251804392,
280821,4C:C5:3E:5F:08:91,Zyxel,"Not Available",1251779964,
262306,08:26:97:72:4D:31,Zyxel,"Not Available",1251730894,
282441,08:26:97:95:33:5b,Zyxel,"Not Available",1251786750,
244094,08:26:97:7c:65:e1,zyxel,"Not Available",1251680220,
270151,08:26:97:94:65:57,Zyxel,"Not Available",1251742445,
250701,08:26:97:7B:4D:F1,Zyxel,"Not Available",1251702178,
271767,08:26:97:95:0a:03,Zyxel,"Not Available",1251760018,
274945,4c:c5:3e:5e:cb:dd,Zyxel,"Not Available",1251767621,
299578,4c:c5:3e:72:ce:e9,zyxel,"Not Available",1251830419,
257982,08:26:97:84:5c:b5,Zyxel,"Not Available",1251723620,
281129,4C:C5:3E:5F:1F:29,Zyxel,"Not Available",1251652020,
263657,08:26:97:89:60:21,Zyxel,"Not Available",1251736068,
282770,4c:c5:3e:5e:af:5d,Zyxel,"Not Available",1251785771,
270428,08:26:97:95:39:1f,Zyxel,"Not Available",1251749438,
285139,08:26:97:94:D1:93,Zyxel,"Not Available",1251799725,
292608,4C:C5:3E:79:DB:3C,Zyxel,"Not Available",1251820000,
238567,08:26:97:70:C4:FD,zyxel,"Not Available",131810,
245531,08:26:97:7b:79:dd,zyxel,"Not Available",1251687529,
270443,08:26:97:64:EC:35,Zyxel,"Not Available",1251749487,
251056,08:26:97:61:4C:C7,zyxel,"Not Available",1251687465,
273839,08:26:97:84:59:D9,Zyxel,"Not Available",1642658,
292654,98:0d:67:f3:09:e8,Zyxel,"Not Available",1251817675,
256768,08:26:97:84:81:69,zyxel,"Not Available",1251704348,
300100,08:26:97:89:5E:65,Zyxel,"Not Available",1251787606,
258454,08:26:97:89:64:7d,Zyxel,"Not Available",1251726365,
281489,4C:C5:3E:5F:24:69,Zyxel,"Not Available",1251783575,
239607,08:26:97:72:b2:ad,zyxel,"Not Available",1251673767,
264776,08:26:97:95:36:07,Zyxel,"Not Available",1251777712,
283657,4c:c5:3e:5e:af:a5,zyxel,"Not Available",1251790710,
246741,08:26:97:70:d2:c5,zyxel,"Not Available",1251690305,
270705,08:26:97:88:ed:d9,Zyxel,"Not Available",1251742560,
288319,08:26:97:84:BA:ED,Zyxel,"Not Available",1251798255,
274113,08:26:97:76:60:5c,zyxel,"Not Available",1251764466,
297857,4C:C5:3E:5F:1F:41,Zyxel,"Not Available",1251822415,
257100,08:26:97:72:56:CD,Zyxel,"Not Available",1251717860,
275567,4C:C5:3E:5F:26:61,Zyxel,"Not Available",1251774532,
258832,08:26:97:7b:48:2d,Zyxel,"Not Available",1251725381,
281726,4C:C5:3E:5F:09:BD,Zyxel,"Not Available",1251784887,
288796,4C:C5:3E:5F:1C:59,Zyxel,"Not Available",1251804293,
243073,08:26:97:70:d2:95,zyxel,"Not Available",1251654097,
267429,08:26:97:95:59:17,zyxel,"Not Available",1251739497,
271038,08:26:97:94:d0:1f,zyxel,"Not Available",1251754477,
288844,08:26:97:61:56:cf,Zyxel,"Not Available",1251798092,
252252,08:26:97:84:af:65,zyxel,"Not Available",1251783286,
274353,08:26:97:95:12:af,zyxel,"Not Available",1251766055,
298303,ec:f4:bb:6d:24:d2,Zyxel,"Not Available",1251825109,
239211,08:26:97:6b:c2:c6,zyxel,"Not Available",1251668082,
263745,08:26:97:84:7c:89,Zyxel,"Not Available",1251733077,
245606,08:26:97:7B:7B:2D,zyxel,"Not Available",1251688241,
270500,08:26:97:95:3B:e3,zyxel,"Not Available",1251726374,
288033,4C:C5:3E:5F:0C:81,Zyxel,"Not Available",1251800259,
251567,08:26:97:84:82:05,zyxel,"Not Available",1251705183,
273904,08:26:97:93:4A:C7,Zyxel,"Not Available",1251697484,
292712,08:26:97:84:61:95,Zyxel,"Not Available",1251813847,
256830,08:26:97:89:62:31,zyxel,"Not Available",1251686454,
275337,4C:C5:3E:5F:07:C5,Zyxel,"Not Available",1251772995,
300274,4C:C5:3E:7B:54:7C,Zyxel,"Not Available",1251745693,
258612,08:26:97:84:7a:85,Zyxel,"Not Available",1470687,
281552,08:26:97:72:4F:B9,Zyxel,"Not Available",1251783961,
240514,98:0D:67:F3:A7:50,zyxel,"Not Available",1251660276,
264808,08:26:97:65:5a:45,Zyxel,"Not Available",1251729282,
283748,4c:c5:3e:5e:ca:a5,Zyxel,"Not Available",1251783272,
246807,98:0d:67:f3:6d:a8,zyxel,"Not Available",1251689315,
270780,08:26:97:88:ED:3D,Zyxel,"Not Available",1251752447,
288407,4c:c5:3e:72:9c:0d,Zyxel,"Not Available",1251802395,
251897,08:26:97:72:ac:e9,zyxel,"Not Available",1251692739,
297946,4c:c5:3e:72:d7:11,Zyxel,"Not Available",1251822936,
257142,08:26:97:89:5d:21,zyxel,"Not Available",1251712320,
275614,08:26:97:93:4b:6f,Zyxel,"Not Available",1251774851,
281768,4C:C5:3E:5F:1E:21,Zyxel,"Not Available",1251784859,
257151,08:26:97:89:5d:a5,Zyxel,"Not Available",1251717929,
258910,08:26:97:7C:9E:8D,Zyxel,"Not Available",1251720260,
243138,08:26:97:7b:60:f9,zyxel,"Not Available",1251677378,
267484,08:26:97:84:5f:f1,Zyxel,"Not Available",1251733061,
284057,4c:c5:3e:72:9f:fd,Zyxel,"Not Available",1251793664,
271093,08:26:97:95:3b:ef,zyxel,"Not Available",1251747213,
252335,08:26:97:7b:7b:8d,zyxel,"Not Available",1251709311,
274396,08:26:97:93:e3:df,Zyxel,"Not Available",1251766136,
298393,4C:C5:3E:81:B8:3F,Zyxel,"Not Available",1251825625,
257375,08:26:97:89:5C:01,Zyxel,"Not Available",1251760648,
275907,08:26:97:95:06:8b,Zyxel,"Not Available",1251768532,
260983,08:26:97:84:7b:d5,Zyxel,"Not Available",1251716349,
243495,08:26:97:6b:aa:f6,zyxel,"Not Available",1251675613,
269300,08:26:97:95:38:77,Zyxel,"Not Available",1251744293,
284348,4C:C5:3E:72:CF:FD,Zyxel,"Not Available",1251795346,
250307,08:26:97:7C:6E:99,zyxel,"Not Available",1251693493,
271370,08:26:97:64:ea:9d,Zyxel,"Not Available",1251749773,
291756,4C:C5:3E:72:D0:ED,Zyxel,"Not Available",1251814847,
274628,08:26:97:95:0a:f3,Zyxel,"Not Available",1251767757,
298750,4c:c5:3e:72:db:55,zyxel,"Not Available",1251827702,
234910,98:0d:67:f3:7b:70,zyxel,"Not Available",1251666004,
254822,08:26:97:84:94:d1,Zyxel,"Not Available",1251711497,
257651,08:26:97:84:88:89,Zyxel,"Not Available",1251694457,
262253,08:26:97:89:64:c5,Zyxel,"Not Available",1251734624,
282343,4c:c5:3e:5f:06:99,zyxel,"Not Available",1251786470,
243939,08:26:97:61:4D:0F,zyxel,"Not Available",1251683283,
270090,08:26:97:84:ad:cd,Zyxel,"Not Available",1251743761,
284635,4c:c5:3e:72:99:19,Zyxel,"Not Available",1251784364,
250617,08:26:97:7B:4D:C1,zyxel,"Not Available",1251694479,
271667,08:26:97:7b:69:09,Zyxel,"Not Available",1251748514,
255297,08:26:97:88:e1:e5,zyxel,"Not Available",1251712925,
274871,08:26:97:76:65:06,Zyxel,"Not Available",1251769559,
299477,4C:C5:3E:7A:71:48,Zyxel,"Not Available",1251829983,
257904,08:26:97:7b:78:45,Zyxel,"Not Available",1251690220,
263357,08:26:97:7b:48:8d,Zyxel,"Not Available",1251734708,
282671,08:26:97:84:7f:4d,Zyxel,"Not Available",1627024,
245311,08:26:97:6b:9f:da,zyxel,"Not Available",1251681371,
270299,08:26:97:89:57:ed,Zyxel,"Not Available",1251748221,
285051,4c:c5:3e:5f:12:51,Zyxel,"Not Available",1251799293,
271988,08:26:97:94:6c:8f,Zyxel,"Not Available",1251750463,
292529,4C:C5:3E:79:D7:94,zyxel,"Not Available",1251819493,
299870,4C:C5:3E:7A:9E:60,Zyxel,"Not Available",1251831978,
245330,08:26:97:72:52:7d,zyxel,"Not Available",1251716448,
250930,08:26:97:84:8C:79,zyxel,"Not Available",1251695437,
256659,08:26:97:6B:AC:B2,zyxel,"Not Available",1251711103,
275196,4C:C5:3E:5F:3F:ED,Zyxel,"Not Available",1251771886,
281336,4C:C5:3E:5F:11:91,Zyxel,"Not Available",1251783104,
239506,08:26:97:6b:aa:96,zyxel,"Not Available",1251673200,
264617,08:26:97:84:c7:b9,zyxel,"Not Available",1251738859,
282990,4c:c5:3e:5e:ae:f1,Zyxel,"Not Available",1251790041,
246637,08:26:97:7b:78:8d,zyxel,"Not Available",1251688691,
270626,08:26:97:94:62:93,Zyxel,"Not Available",1251750982,
288209,4c:c5:3e:72:92:05,Zyxel,"Not Available",1251796703,
274027,08:26:97:7B:4C:1D,Zyxel,"Not Available",1251760293,
295745,08:26:97:93:5C:67,Zyxel,"Not Available",1251821750,
256974,08:26:97:84:CD:D1,Zyxel,"Not Available",1251717294,
275470,08:26:97:95:09:2B,Zyxel,"Not Available",1251768716,
242921,08:26:97:61:54:8f,zyxel,"Not Available",1251676208,
265117,08:26:97:95:36:eb,Zyxel,"Not Available",1251741327,
288692,08:26:97:93:F1:FB,Zyxel,"Not Available",1251800063,
298139,08:26:97:93:5B:83,Zyxel,"Not Available",1251819441,
242944,08:26:97:72:57:e1,zyxel,"Not Available",1251693012,
247017,08:26:97:7b:6b:85,zyxel,"Not Available",1251692349,
252070,08:26:97:84:cb:49,zyxel,"Not Available",1251707495,
274274,08:26:97:94:d5:d7,Zyxel,"Not Available",1251764122,
257249,08:26:97:88:E2:51,zyxel,"Not Available",1251718887,
275758,4c:c5:3e:5f:0a:35,Zyxel,"Not Available",1251754166,
259070,08:26:97:7c:68:a5,Zyxel,"Not Available",1251727692,
243297,08:26:97:6B:AB:92,zyxel,"Not Available",1251678651,
269194,08:26:97:84:5f:0d,zyxel,"Not Available",1251743455,
284185,4C:C5:3E:5F:26:3D,Zyxel,"Not Available",1251731888,
250104,08:26:97:72:a4:91,zyxel,"Not Available",1251661033,
271242,4C:C5:3E:5F:1D:3D,Zyxel,"Not Available",1251756246,
291583,08:26:97:93:54:63,Zyxel,"Not Available",1251802722,
274511,08:26:97:94:17:cf,Zyxel,"Not Available",1251760770,
257493,08:26:97:84:5D:D5,Zyxel,"Not Available",1251704896,
276308,4C:C5:3E:5F:2A:F9,Zyxel,"Not Available",1251777971,
262094,08:26:97:7B:47:3D,Zyxel,"Not Available",1251733446,
281989,08:26:97:7c:a4:15,Zyxel,"Not Available",1251785606,
269497,08:26:97:84:aa:6d,Zyxel,"Not Available",1251741862,
284492,08:26:97:93:5c:a3,Zyxel,"Not Available",1251783599,
291923,4C:C5:3E:72:23:DD,Zyxel,"Not Available",1251815641,
96260,08:26:97:61:51:3b,zyxel,"Not Available",1251655326,
243736,08:26:97:6b:ab:32,zyxel,"Not Available",1251674148,
269524,08:26:97:95:55:f3,Zyxel,"Not Available",1251745309,
250477,08:26:97:7C:65:99,zyxel,"Not Available",1251677809,
236970,08:26:97:72:51:09,zyxel,"Not Available",1251667678,
255103,08:26:97:84:b5:05,zyxel,"Not Available",1251682902,
274752,08:26:97:93:df:17,Zyxel,"Not Available",1251763935,
